Transaction,Project,Branch,Manager,Type,Cost,Document type
22-Aug-12,P1017,1030,LHAACK,PY,195,TS
22-Aug-12,P1017,1030,LHAACK,PY,162.5,TS
17-Apr-12,P1026,1030,LHAACK,IN,-8250,SO
17-Apr-12,P1026,1030,LHAACK,IN,-463,SO
16-May-12,P1026,1030,LHAACK,IN,-16500,SO
16-Jul-12,P1026,1030,LHAACK,IN,-24750,SO
17-Sep-12,P1026,1030,LHAACK,IN,-4950,SO
15-Oct-12,P1026,1030,LHAACK,IN,-10689.3,SO
19-Dec-12,P1026,1030,LHAACK,PP,93.98,PO
30-Apr-12,P1026,1030,LHAACK,CI,5.45,CV
5-Mar-12,P1026,1030,LHAACK,PY,130,TS
5-Mar-12,P1026,1030,LHAACK,PY,130,TS
5-Mar-12,P1026,1030,LHAACK,PY,487.5,TS
5-Mar-12,P1026,1030,LHAACK,PY,48.75,TS
5-Mar-12,P1026,1030,LHAACK,PY,195,TS
5-Mar-12,P1026,1030,LHAACK,PY,195,TS
30-May-12,P1026,1030,LHAACK,PY,260,TS
21-Aug-12,P1026,1030,LHAACK,PY,487.5,TS
21-Aug-12,P1026,1030,LHAACK,PY,48.75,TS
21-Aug-12,P1026,1030,LHAACK,PY,390,TS
21-Aug-12,P1026,1030,LHAACK,PY,260,TS
21-Aug-12,P1026,1030,LHAACK,PY,260,TS
21-Aug-12,P1026,1030,LHAACK,PY,487.5,TS
21-Aug-12,P1026,1030,LHAACK,PY,48.75,TS
21-Aug-12,P1026,1030,LHAACK,PY,195,TS
21-Sep-12,P1026,1030,LHAACK,PY,260,TS
21-Sep-12,P1026,1030,LHAACK,PY,390,TS
21-Sep-12,P1026,1030,LHAACK,PY,260,TS
21-Oct-12,P1026,1030,LHAACK,PY,260,TS
21-Dec-12,P1026,1030,LHAACK,PY,260,TS
21-Jan-13,P1026,1030,LHAACK,PY,260,TS
5-Mar-12,P1026,1030,LHAACK,PY,130,TS
30-May-12,P1026,1030,LHAACK,PY,130,TS
6-Jul-12,P1026,1030,LHAACK,PY,260,TS
21-Aug-12,P1026,1030,LHAACK,PY,325,TS
21-Aug-12,P1026,1030,LHAACK,PY,130,TS
21-Aug-12,P1026,1030,LHAACK,PY,260,TS
21-Aug-12,P1026,1030,LHAACK,PY,130,TS
21-Sep-12,P1026,1030,LHAACK,PY,260,TS
21-Oct-12,P1026,1030,LHAACK,PY,487.5,TS
21-Oct-12,P1026,1030,LHAACK,PY,48.75,TS
24-Apr-12,P1026,1030,LHAACK,SI,377.09,SO
24-Apr-12,P1026,1030,LHAACK,SI,415.87,SO
24-Apr-12,P1026,1030,LHAACK,SI,132.3,SO
24-Apr-12,P1026,1030,LHAACK,SI,3116.86,SO
24-Apr-12,P1026,1030,LHAACK,SI,453.1,SO
24-Apr-12,P1026,1030,LHAACK,SI,468,SO
4-May-12,P1026,1030,LHAACK,SI,695.97,SO
4-May-12,P1026,1030,LHAACK,SI,2451.09,SO
9-May-12,P1026,1030,LHAACK,SI,3116.86,SO
18-Jun-12,P1026,1030,LHAACK,SI,680.79,SO
18-Jun-12,P1026,1030,LHAACK,SI,17.64,SO
5-Dec-12,P1026,1030,LHAACK,SI,17.64,SO
5-Dec-12,P1026,1030,LHAACK,SI,40.95,SO
5-Dec-12,P1026,1030,LHAACK,SI,27.73,SO
5-Dec-12,P1026,1030,LHAACK,SI,477.76,SO
2-May-12,P1026,1030,LHAACK,PP,1562.6,PO
2-May-12,P1026,1030,LHAACK,PP,1749.3,PO
2-May-12,P1026,1030,LHAACK,PP,-331.19,PO
2-May-12,P1026,1030,LHAACK,PP,15,PO
24-May-12,P1026,1030,LHAACK,PP,633.64,PO
31-Oct-12,P1026,1030,LHAACK,CI,17866.46,PO
30-May-12,P1026,1030,LHAACK,PY,130,TS
30-May-12,P1026,1030,LHAACK,PY,130,TS
30-May-12,P1026,1030,LHAACK,PY,195,TS
30-May-12,P1026,1030,LHAACK,PY,65,TS
21-Aug-12,P1026,1030,LHAACK,PY,130,TS
21-Oct-12,P1026,1030,LHAACK,PY,260,TS
21-Oct-12,P1026,1030,LHAACK,PY,325,TS
21-Oct-12,P1026,1030,LHAACK,PY,390,TS
21-Nov-12,P1026,1030,LHAACK,PY,487.5,TS
21-Nov-12,P1026,1030,LHAACK,PY,48.75,TS
21-Nov-12,P1026,1030,LHAACK,PY,130,TS
21-Nov-12,P1026,1030,LHAACK,PY,260,TS
21-Dec-12,P1026,1030,LHAACK,PY,260,TS
13-Sep-12,P1026,1030,LHAACK,JE,2475,GJ
16-May-12,P1210,1030,DHO,IN,-13420,SO
18-May-12,P1210,1030,DHO,IN,-3050,SO
18-May-12,P1210,1030,DHO,IN,3050,SO
18-May-12,P1210,1030,DHO,IN,3050,SO
18-May-12,P1210,1030,DHO,IN,3050,SO
18-May-12,P1210,1030,DHO,IN,13420,SO
18-May-12,P1210,1030,DHO,IN,-22570,SO
16-Jul-12,P1210,1030,DHO,IN,-9150,SO
16-Aug-12,P1210,1030,DHO,IN,-179.2,SO
18-Sep-12,P1210,1030,DHO,IN,-21350,SO
18-Sep-12,P1210,1030,DHO,IN,-144,SO
18-Sep-12,P1210,1030,DHO,IN,-1564,SO
15-Jan-13,P1210,1030,DHO,IN,-7930,SO
6-Mar-12,P1210,1030,DHO,CI,10.91,CV
21-Oct-12,P1210,1030,DHO,PY,487.5,TS
21-Oct-12,P1210,1030,DHO,PY,48.75,TS
21-Oct-12,P1210,1030,DHO,PY,787.5,TS
21-Oct-12,P1210,1030,DHO,PY,78.75,TS
21-Oct-12,P1210,1030,DHO,PY,487.5,TS
21-Oct-12,P1210,1030,DHO,PY,48.75,TS
21-Nov-12,P1210,1030,DHO,PY,487.5,TS
21-Nov-12,P1210,1030,DHO,PY,48.75,TS
21-Nov-12,P1210,1030,DHO,PY,787.5,TS
21-Nov-12,P1210,1030,DHO,PY,78.75,TS
21-Nov-12,P1210,1030,DHO,PY,630,TS
21-Dec-12,P1210,1030,DHO,PY,65,TS
21-Jan-13,P1210,1030,DHO,PY,195,TS
5-Mar-12,P1210,1030,DHO,PY,87,TS
5-Mar-12,P1210,1030,DHO,PY,130.5,TS
30-May-12,P1210,1030,DHO,PY,260,TS
30-May-12,P1210,1030,DHO,PY,487.5,TS
30-May-12,P1210,1030,DHO,PY,48.75,TS
30-May-12,P1210,1030,DHO,PY,260,TS
30-May-12,P1210,1030,DHO,PY,487.5,TS
30-May-12,P1210,1030,DHO,PY,48.75,TS
30-May-12,P1210,1030,DHO,PY,487.5,TS
30-May-12,P1210,1030,DHO,PY,48.75,TS
30-May-12,P1210,1030,DHO,PY,487.5,TS
30-May-12,P1210,1030,DHO,PY,48.75,TS
30-May-12,P1210,1030,DHO,PY,390,TS
30-May-12,P1210,1030,DHO,PY,487.5,TS
30-May-12,P1210,1030,DHO,PY,48.75,TS
30-May-12,P1210,1030,DHO,PY,174,TS
30-May-12,P1210,1030,DHO,PY,325,TS
30-May-12,P1210,1030,DHO,PY,195,TS
30-May-12,P1210,1030,DHO,PY,487.5,TS
30-May-12,P1210,1030,DHO,PY,48.75,TS
30-May-12,P1210,1030,DHO,PY,130,TS
6-Jul-12,P1210,1030,DHO,PY,325,TS
21-Sep-12,P1210,1030,DHO,PY,195,TS
21-Sep-12,P1210,1030,DHO,PY,195,TS
21-Feb-13,P1210,1030,DHO,PY,315,TS
22-Mar-12,P1210,1030,DHO,CI,736.45,PO
8-May-12,P1210,1030,DHO,SI,361.44,SO
8-May-12,P1210,1030,DHO,SI,1149.89,SO
8-May-12,P1210,1030,DHO,SI,512.42,SO
8-May-12,P1210,1030,DHO,SI,565.64,SO
8-May-12,P1210,1030,DHO,SI,1419.7,SO
8-May-12,P1210,1030,DHO,SI,52,SO
8-May-12,P1210,1030,DHO,SI,35.28,SO
8-May-12,P1210,1030,DHO,SI,1049.41,SO
8-May-12,P1210,1030,DHO,SI,293.18,SO
8-May-12,P1210,1030,DHO,SI,105.84,SO
5-Jun-12,P1210,1030,DHO,ST,2500,JI
26-Jun-12,P1210,1030,DHO,SI,1133,SO
26-Jun-12,P1210,1030,DHO,SI,8.82,SO
13-Aug-12,P1210,1030,DHO,SI,680.79,SO
12-Sep-12,P1210,1030,DHO,SI,259.35,SO
12-Sep-12,P1210,1030,DHO,SI,-259.35,SO
8-Oct-12,P1210,1030,DHO,SI,8.82,SO
8-Oct-12,P1210,1030,DHO,SI,19.12,SO
8-Oct-12,P1210,1030,DHO,SI,1.75,SO
8-Oct-12,P1210,1030,DHO,SI,5.14,SO
11-May-12,P1210,1030,DHO,PP,216.3,PO
11-May-12,P1210,1030,DHO,PP,251.4,PO
11-May-12,P1210,1030,DHO,PP,144.9,PO
11-May-12,P1210,1030,DHO,PP,211.5,PO
11-May-12,P1210,1030,DHO,PP,-123.63,PO
11-May-12,P1210,1030,DHO,PP,6.78,PO
14-May-12,P1210,1030,DHO,PP,355.3,PO
14-May-12,P1210,1030,DHO,PP,114,PO
14-May-12,P1210,1030,DHO,PP,48.3,PO
14-May-12,P1210,1030,DHO,PP,70.5,PO
14-May-12,P1210,1030,DHO,PP,48.3,PO
14-May-12,P1210,1030,DHO,PP,70.5,PO
14-May-12,P1210,1030,DHO,PP,118.8,PO
14-May-12,P1210,1030,DHO,PP,151.5,PO
14-May-12,P1210,1030,DHO,PP,564.4,PO
14-May-12,P1210,1030,DHO,PP,228,PO
14-May-12,P1210,1030,DHO,PP,271.6,PO
14-May-12,P1210,1030,DHO,PP,334.2,PO
14-May-12,P1210,1030,DHO,PP,779.4,PO
14-May-12,P1210,1030,DHO,PP,-473.26,PO
14-May-12,P1210,1030,DHO,PP,25.91,PO
18-May-12,P1210,1030,DHO,PP,170.8,PO
18-May-12,P1210,1030,DHO,PP,111.4,PO
18-May-12,P1210,1030,DHO,PP,-42.33,PO
18-May-12,P1210,1030,DHO,PP,14.31,PO
24-May-12,P1210,1030,DHO,PP,198,PO
23-Jul-12,P1210,1030,DHO,PP,0,PO
23-Jul-12,P1210,1030,DHO,PP,59.4,PO
23-Jul-12,P1210,1030,DHO,PP,59.4,PO
23-Jul-12,P1210,1030,DHO,PP,-17.82,PO
4-Oct-12,P1210,1030,DHO,PP,12.6,PO
4-Oct-12,P1210,1030,DHO,PP,16,PO
8-Oct-12,P1210,1030,DHO,PP,44.55,PO
12-Oct-12,P1210,1030,DHO,PP,833.61,PO
17-May-12,P1210,1030,DHO,CI,4537.72,PO
24-Jul-12,P1210,1030,DHO,CI,3093.9,PO
21-Sep-12,P1210,1030,DHO,CI,3660,PO
21-Sep-12,P1210,1030,DHO,CI,3050,PO
20-Nov-12,P1210,1030,DHO,CI,3505.57,PO
17-Jan-13,P1210,1030,DHO,CI,2773.81,PO
30-May-12,P1210,1030,DHO,PY,261,TS
21-Jan-13,P1210,1030,DHO,PY,315,TS
8-Oct-12,P1026CV1,1030,GMIDGLEY,IN,-960,SO
18-Oct-12,P1026CV1,1030,GMIDGLEY,IN,960,SO
18-Oct-12,P1026CV1,1030,GMIDGLEY,IN,-560,SO
31-Oct-12,P344M,1030,JLEONELLO,CI,3578.62,PO
31-Oct-12,P375M,1030,LHAACK,CI,593,PO
20-Nov-12,P418M,1030,JLEONELLO,CI,190,PO
22-Aug-12,DP008M,1060,JGUYAN,PY,316,TS
7-Aug-12,DP010M,1060,JGUYAN,JE,126.75,BR
2-May-12,P449M,1030,LHAACK,SI,261.26,SO
1-May-12,P449M,1030,LHAACK,PP,20,PO
1-May-12,P449M,1030,LHAACK,PP,864,PO
16-Jul-12,P453,1030,AWELSBY,PP,14.55,PO
2-Mar-12,P453M,1030,AWELSBY,PP,58.18,PO
2-Mar-12,P453M,1030,AWELSBY,PP,10.91,PO
22-Aug-12,P453M,1030,AWELSBY,PY,632,TS
22-Aug-12,P453M,1030,AWELSBY,PY,434.5,TS
22-Aug-12,P453M,1030,AWELSBY,PY,632,TS
22-Aug-12,P453M,1030,AWELSBY,PY,632,TS
22-Aug-12,P453M,1030,AWELSBY,PY,632,TS
22-Aug-12,P453M,1030,AWELSBY,PY,520,TS
22-Aug-12,P453M,1030,AWELSBY,PY,632,TS
22-Aug-12,P453M,1030,AWELSBY,PY,632,TS
22-Aug-12,P453M,1030,AWELSBY,PY,632,TS
22-Aug-12,P453M,1030,AWELSBY,PY,316,TS
22-Aug-12,P453M,1030,AWELSBY,PY,632,TS
30-May-12,P453M,1030,AWELSBY,PY,395,TS
30-May-12,P453M,1030,AWELSBY,PY,197.5,TS
30-May-12,P453M,1030,AWELSBY,PY,237,TS
30-May-12,P453M,1030,AWELSBY,PY,355.5,TS
22-Aug-12,P453M,1030,AWELSBY,PY,632,TS
22-Aug-12,P453M,1030,AWELSBY,PY,316,TS
22-Aug-12,P453M,1030,AWELSBY,PY,434.5,TS
22-Aug-12,P453M,1030,AWELSBY,PY,474,TS
22-Aug-12,P453M,1030,AWELSBY,PY,632,TS
22-Aug-12,P453M,1030,AWELSBY,PY,316,TS
22-Aug-12,P453M,1030,AWELSBY,PY,276.5,TS
22-Aug-12,P453M,1030,AWELSBY,PY,59.25,TS
30-Jun-12,N158M,1020,RFRANCIS,JE,121.18,BR
30-Jun-12,N158M,1020,RFRANCIS,JE,121.18,BR
4-Apr-12,P467,1030,AWELSBY,PP,6.36,PO
4-Apr-12,P467,1030,AWELSBY,PP,5,PO
9-May-12,P467,1030,AWELSBY,PP,5.45,PO
29-May-12,P467,1030,AWELSBY,PP,1.82,PO
29-May-12,P467,1030,AWELSBY,PP,1.82,PO
29-May-12,P467,1030,AWELSBY,PP,1.82,PO
29-May-12,P467,1030,AWELSBY,PP,2.91,PO
2-Mar-12,P467M,1030,AWELSBY,PP,7.27,PO
2-Mar-12,P467M,1030,AWELSBY,PP,52.73,PO
5-Mar-12,P467M,1030,AWELSBY,PY,357.5,TS
31-Oct-12,P467M,1030,AWELSBY,CI,6248.73,PO
31-Oct-12,P467M,1030,AWELSBY,CI,12160,PO
31-Oct-12,P467M,1030,AWELSBY,CI,2400,PO
5-Mar-12,P467M,1030,AWELSBY,PY,630,TS
5-Mar-12,P467M,1030,AWELSBY,PY,-260,TS
5-Mar-12,P467M,1030,AWELSBY,PY,630,TS
5-Mar-12,P467M,1030,AWELSBY,PY,130,TS
5-Mar-12,P467M,1030,AWELSBY,PY,130,TS
5-Mar-12,P467M,1030,AWELSBY,PY,390,TS
5-Mar-12,P467M,1030,AWELSBY,PY,487.5,TS
5-Mar-12,P467M,1030,AWELSBY,PY,48.75,TS
5-Mar-12,P467M,1030,AWELSBY,PY,195,TS
5-Mar-12,P467M,1030,AWELSBY,PY,390,TS
5-Mar-12,P467M,1030,AWELSBY,PY,325,TS
5-Mar-12,P467M,1030,AWELSBY,PY,260,TS
5-Mar-12,P467M,1030,AWELSBY,PY,210,TS
30-May-12,P467M,1030,AWELSBY,PY,325,TS
30-May-12,P467M,1030,AWELSBY,PY,260,TS
30-May-12,P467M,1030,AWELSBY,PY,390,TS
30-May-12,P467M,1030,AWELSBY,PY,260,TS
30-May-12,P467M,1030,AWELSBY,PY,390,TS
30-May-12,P467M,1030,AWELSBY,PY,260,TS
30-May-12,P467M,1030,AWELSBY,PY,260,TS
30-May-12,P467M,1030,AWELSBY,PY,487.5,TS
30-May-12,P467M,1030,AWELSBY,PY,48.75,TS
30-May-12,P467M,1030,AWELSBY,PY,487.5,TS
30-May-12,P467M,1030,AWELSBY,PY,48.75,TS
30-May-12,P467M,1030,AWELSBY,PY,390,TS
30-May-12,P467M,1030,AWELSBY,PY,390,TS
30-May-12,P467M,1030,AWELSBY,PY,390,TS
30-May-12,P467M,1030,AWELSBY,PY,260,TS
30-May-12,P467M,1030,AWELSBY,PY,260,TS
30-May-12,P467M,1030,AWELSBY,PY,325,TS
30-May-12,P467M,1030,AWELSBY,PY,390,TS
30-May-12,P467M,1030,AWELSBY,PY,195,TS
30-May-12,P467M,1030,AWELSBY,PY,325,TS
6-Jul-12,P467M,1030,AWELSBY,PY,260,TS
6-Jul-12,P467M,1030,AWELSBY,PY,130,TS
21-Aug-12,P467M,1030,AWELSBY,PY,260,TS
23-Jul-12,P467M,1030,AWELSBY,PY,553,TS
23-Jul-12,P467M,1030,AWELSBY,PY,79,TS
5-Mar-12,P1023,1030,AWELSBY,PY,260,TS
5-Mar-12,P1023,1030,AWELSBY,PY,195,TS
5-Mar-12,P1023,1030,AWELSBY,PY,97.5,TS
5-Mar-12,P1023,1030,AWELSBY,PY,227.5,TS
30-May-12,P1023,1030,AWELSBY,PY,32.5,TS
23-May-12,P481M,1030,TRUDERMAN,ST,3500,JI
31-Oct-12,P476M,1030,JLEONELLO,CI,400,PO
1-Nov-12,P478M,1030,JLEONELLO,CI,11916.2,PO
30-Jun-12,P487M,1030,MABDELAHAD,JE,106.75,BR
5-Mar-12,P487M,1030,MABDELAHAD,PY,210,TS
5-Mar-12,P487M,1030,MABDELAHAD,PY,195,TS
6-Jul-12,P487M,1030,MABDELAHAD,PY,325,TS
6-Jul-12,P487M,1030,MABDELAHAD,PY,130,TS
31-Oct-12,P487M,1030,MABDELAHAD,CI,5884.65,PO
5-Mar-12,P487M,1030,MABDELAHAD,PY,315,TS
15-May-12,N168M,1020,DKHOH,IN,-69005.5,SO
18-May-12,N168M,1020,DKHOH,IN,69005.5,SO
18-May-12,N168M,1020,DKHOH,IN,-23418.45,SO
18-May-12,N168M,1020,DKHOH,IN,23418.45,SO
18-May-12,N168M,1020,DKHOH,IN,-21289.5,SO
7-May-12,N168M,1020,DKHOH,PY,632,TS
22-Aug-12,N168M,1020,DKHOH,PY,316,TS
22-May-12,N168M,1020,DKHOH,PP,150,PO
22-May-12,N168M,1020,DKHOH,PP,50,PO
30-Jun-12,N168M,1020,DKHOH,CC,-126.36,CV
7-May-12,N168M,1020,DKHOH,JE,353.44,BR
5-Mar-12,N168M,1020,DKHOH,PY,592.5,TS
5-Mar-12,N168M,1020,DKHOH,PY,59.25,TS
5-Mar-12,N168M,1020,DKHOH,PY,592.5,TS
5-Mar-12,N168M,1020,DKHOH,PY,59.25,TS
5-Mar-12,N168M,1020,DKHOH,PY,592.5,TS
5-Mar-12,N168M,1020,DKHOH,PY,59.25,TS
5-Mar-12,N168M,1020,DKHOH,PY,592.5,TS
5-Mar-12,N168M,1020,DKHOH,PY,59.25,TS
5-Mar-12,N168M,1020,DKHOH,PY,592.5,TS
5-Mar-12,N168M,1020,DKHOH,PY,59.25,TS
5-Mar-12,N168M,1020,DKHOH,PY,592.5,TS
5-Mar-12,N168M,1020,DKHOH,PY,59.25,TS
5-Mar-12,N168M,1020,DKHOH,PY,592.5,TS
5-Mar-12,N168M,1020,DKHOH,PY,59.25,TS
22-Aug-12,N168M,1020,DKHOH,PY,632,TS
21-Sep-12,N168M,1020,DKHOH,PY,652.5,TS
21-Sep-12,N168M,1020,DKHOH,PY,65.25,TS
30-May-12,N168M,1020,DKHOH,PY,22.5,TS
30-May-12,N168M,1020,DKHOH,PY,67.5,TS
1-Apr-12,N168M,1020,DKHOH,SI,155.14,SO
1-Apr-12,N168M,1020,DKHOH,SI,1090.39,SO
23-May-12,N168M,1020,DKHOH,ST,3500,JI
1-Mar-12,N168M,1020,DKHOH,CI,3350.55,CV
1-Mar-12,N168M,1020,DKHOH,CI,2064.63,CV
1-Mar-12,N168M,1020,DKHOH,CI,2594.16,CV
1-Mar-12,N168M,1020,DKHOH,CI,5700,CV
1-Mar-12,N168M,1020,DKHOH,CI,2233.07,CV
1-Mar-12,N168M,1020,DKHOH,CI,2208,CV
1-Mar-12,N168M,1020,DKHOH,CI,2176,CV
1-Mar-12,N168M,1020,DKHOH,CI,1473.59,CV
5-Mar-12,N168M,1020,DKHOH,PP,210.86,PO
24-May-12,N168M,1020,DKHOH,PP,596,PO
24-May-12,N168M,1020,DKHOH,PP,25.08,PO
25-May-12,N168M,1020,DKHOH,PP,201.91,PO
25-Jun-12,N168M,1020,DKHOH,PP,650,PO
1-Nov-12,N168M,1020,DKHOH,CC,-540,PO
1-Nov-12,N168M,1020,DKHOH,CI,7905,PO
18-Feb-13,N168M,1020,DKHOH,CI,0.18,PO
18-Feb-13,N168M,1020,DKHOH,CC,-0.18,PO
22-Aug-12,N168M,1020,DKHOH,PY,316,TS
21-Sep-12,N168M,1020,DKHOH,PY,652.5,TS
21-Sep-12,N168M,1020,DKHOH,PY,65.25,TS
29-May-12,N168M,1020,DKHOH,JE,21206.25,GJ
22-Aug-12,N168M,1020,DKHOH,PY,237,TS
22-Aug-12,N168M,1020,DKHOH,PY,158,TS
15-May-12,N168M,1020,DKHOH,PY,696,TS
15-May-12,N168M,1020,DKHOH,PY,696,TS
22-Aug-12,N168M,1020,DKHOH,PY,632,TS
24-May-12,P501M,1030,LHAACK,PP,453.63,PO
9-Aug-12,P503M,1030,AWELSBY,PP,2000,PO
7-May-12,DP017M,1060,JGUYAN,JE,145.88,BR
7-May-12,DP017M,1060,JGUYAN,JE,145.88,BR
1-Nov-12,P504M,1030,JLEONELLO,CI,30440.59,PO
1-Nov-12,P504M,1030,JLEONELLO,CI,2200,PO
1-Nov-12,P504M,1030,JLEONELLO,CI,1800,PO
1-Nov-12,P504M,1030,JLEONELLO,CI,320,PO
7-May-12,P518M,1030,MABDELAHAD,JE,80,BR
1-Nov-12,P518M,1030,MABDELAHAD,CI,5389.75,PO
1-Nov-12,P518M,1030,MABDELAHAD,CI,1800,PO
30-Jun-12,P520M,1030,LHAACK,JE,80,BR
7-Aug-12,N173M,1020,RFRANCIS,JE,80,BR
30-Nov-12,N178,1020,RARINDAM,CI,13.6,CV
1-Nov-12,P527M,1030,MABDELAHAD,CI,800,PO
5-Mar-12,P530,1030,MABDELAHAD,PY,174,TS
5-Mar-12,P530,1030,MABDELAHAD,PY,174,TS
5-Mar-12,P530,1030,MABDELAHAD,PY,79,TS
5-Mar-12,P530,1030,MABDELAHAD,PY,39.5,TS
5-Mar-12,P530,1030,MABDELAHAD,PY,39.5,TS
30-May-12,P530,1030,MABDELAHAD,PY,-79,TS
30-May-12,P530,1030,MABDELAHAD,PY,-39.5,TS
30-May-12,P530,1030,MABDELAHAD,PY,-39.5,TS
16-Jul-12,P530M,1030,MABDELAHAD,IN,-15916,SO
19-Sep-12,P530M,1030,MABDELAHAD,IN,15916,SO
30-May-12,P530M,1030,MABDELAHAD,PY,592.5,TS
30-May-12,P530M,1030,MABDELAHAD,PY,59.25,TS
30-May-12,P530M,1030,MABDELAHAD,PY,79,TS
30-May-12,P530M,1030,MABDELAHAD,PY,39.5,TS
30-May-12,P530M,1030,MABDELAHAD,PY,39.5,TS
30-May-12,P530M,1030,MABDELAHAD,PY,158,TS
30-May-12,P530M,1030,MABDELAHAD,PY,158,TS
30-May-12,P530M,1030,MABDELAHAD,PY,79,TS
30-May-12,P530M,1030,MABDELAHAD,PY,158,TS
30-May-12,P530M,1030,MABDELAHAD,PY,158,TS
30-May-12,P530M,1030,MABDELAHAD,PY,79,TS
30-May-12,P530M,1030,MABDELAHAD,PY,79,TS
30-May-12,P530M,1030,MABDELAHAD,PY,158,TS
30-May-12,P530M,1030,MABDELAHAD,PY,158,TS
30-May-12,P530M,1030,MABDELAHAD,PY,158,TS
30-May-12,P530M,1030,MABDELAHAD,PY,79,TS
30-May-12,P530M,1030,MABDELAHAD,PY,158,TS
30-May-12,P530M,1030,MABDELAHAD,PY,158,TS
30-May-12,P530M,1030,MABDELAHAD,PY,158,TS
30-May-12,P530M,1030,MABDELAHAD,PY,158,TS
23-Apr-12,P530M,1030,MABDELAHAD,SI,347.98,SO
1-Mar-12,P530M,1030,MABDELAHAD,CI,510,CV
22-May-12,P530M,1030,MABDELAHAD,PP,371,PO
1-Jun-12,P530M,1030,MABDELAHAD,PP,224,PO
30-May-12,P530M,1030,MABDELAHAD,PY,158,TS
30-May-12,P530M,1030,MABDELAHAD,PY,158,TS
20-Jul-12,P530M,1030,MABDELAHAD,CI,4775,PO
30-May-12,P530M,1030,MABDELAHAD,PY,237,TS
2-Mar-12,P534M,1030,AWELSBY,PP,3.64,PO
2-Mar-12,P534M,1030,AWELSBY,PP,23.64,PO
2-Mar-12,P534M,1030,AWELSBY,PP,3.64,PO
2-Mar-12,P534M,1030,AWELSBY,PP,2.73,PO
2-Mar-12,P534M,1030,AWELSBY,PP,5.91,PO
21-Aug-12,P534M,1030,AWELSBY,PY,487.5,TS
21-Aug-12,P534M,1030,AWELSBY,PY,48.75,TS
21-Aug-12,P534M,1030,AWELSBY,PY,260,TS
21-Aug-12,P534M,1030,AWELSBY,PY,390,TS
8-Aug-12,P534M,1030,AWELSBY,CI,1733.87,PO
20-Nov-12,P534M,1030,AWELSBY,CI,960,PO
5-Mar-12,P534M,1030,AWELSBY,PY,487.5,TS
5-Mar-12,P534M,1030,AWELSBY,PY,48.75,TS
30-May-12,P534M,1030,AWELSBY,PY,260,TS
30-May-12,P534M,1030,AWELSBY,PY,487.5,TS
30-May-12,P534M,1030,AWELSBY,PY,48.75,TS
30-May-12,P534M,1030,AWELSBY,PY,260,TS
21-Sep-12,P534M,1030,AWELSBY,PY,130,TS
21-Sep-12,P534M,1030,AWELSBY,PY,487.5,TS
21-Sep-12,P534M,1030,AWELSBY,PY,48.75,TS
21-Sep-12,P534M,1030,AWELSBY,PY,487.5,TS
21-Sep-12,P534M,1030,AWELSBY,PY,48.75,TS
21-Sep-12,P534M,1030,AWELSBY,PY,487.5,TS
21-Sep-12,P534M,1030,AWELSBY,PY,48.75,TS
21-Sep-12,P534M,1030,AWELSBY,PY,260,TS
30-Jun-12,N181M,1020,GONG,JE,125,BR
1-Nov-12,N181M,1020,GONG,CI,24050,PO
25-Jun-12,N182,1020,RFRANCIS,PP,16.36,PO
1-Mar-12,N183M,1020,MSUTTON,JE,26712,DJ
14-Jun-12,N184,1020,PVERGAUWE,PP,12.73,PO
14-Jun-12,N184,1020,PVERGAUWE,PP,12.73,PO
16-Jul-12,N184,1020,PVERGAUWE,PP,36.36,PO
9-Jul-12,N184M,1020,PVERGAUWE,PP,37.09,PO
7-May-12,N184M,1020,PVERGAUWE,JE,80,BR
7-May-12,N184M,1020,PVERGAUWE,JE,80,BR
26-Jun-12,N184M,1020,PVERGAUWE,PY,652.5,TS
26-Jun-12,N184M,1020,PVERGAUWE,PY,65.25,TS
26-Jun-12,N184M,1020,PVERGAUWE,PY,652.5,TS
26-Jun-12,N184M,1020,PVERGAUWE,PY,65.25,TS
26-Jun-12,N184M,1020,PVERGAUWE,PY,652.5,TS
26-Jun-12,N184M,1020,PVERGAUWE,PY,65.25,TS
26-Jun-12,N184M,1020,PVERGAUWE,PY,652.5,TS
26-Jun-12,N184M,1020,PVERGAUWE,PY,65.25,TS
26-Jun-12,N184M,1020,PVERGAUWE,PY,652.5,TS
26-Jun-12,N184M,1020,PVERGAUWE,PY,65.25,TS
24-May-12,N184M,1020,PVERGAUWE,PP,40,PO
24-May-12,N184M,1020,PVERGAUWE,PP,545,PO
24-May-12,N184M,1020,PVERGAUWE,PP,20,PO
24-May-12,N184M,1020,PVERGAUWE,PP,970,PO
24-May-12,N184M,1020,PVERGAUWE,PP,20,PO
8-Aug-12,N184M,1020,PVERGAUWE,CI,10040.32,PO
6-Jul-12,N184M,1020,PVERGAUWE,PY,261,TS
11-May-12,N184M,1020,PVERGAUWE,PY,652.5,TS
11-May-12,N184M,1020,PVERGAUWE,PY,65.25,TS
11-May-12,N184M,1020,PVERGAUWE,PY,652.5,TS
11-May-12,N184M,1020,PVERGAUWE,PY,65.25,TS
12-Jul-12,N184M,1020,PVERGAUWE,PY,696,TS
12-Jul-12,N184M,1020,PVERGAUWE,PY,696,TS
12-Jul-12,N184M,1020,PVERGAUWE,PY,435,TS
23-Mar-12,N184M,1020,PVERGAUWE,PP,179,PO
